src_ip_entropy,port_entropy,all_pkt_num,tcp_num,tcp_rate,icmp_num,icmp_rate,udp_num,udp_rate,all_pkt_bytes,avg_pkt_bytes
1.0,2.0,2,0,0.0,0,0.0,1,0.5,322,161.0
0.8112781244591328,2.415037499278844,4,0,0.0,0,0.0,1,0.25,453,113.25
0.9182958340544896,2.1699250014423126,3,0,0.0,0,0.0,2,0.6666666666666666,494,164.66666666666666
-0.0,-0.0,1,0,0.0,0,0.0,1,1.0,212,212.0
1.0,2.0,2,0,0.0,0,0.0,1,0.5,273,136.5
1.0,-0.0,2,0,0.0,0,0.0,0,0.0,140,70.0
-0.0,-0.0,1,0,0.0,0,0.0,0,0.0,70,70.0
1.584962500721156,2.1699250014423126,3,0,0.0,0,0.0,1,0.3333333333333333,343,114.33333333333333
2.2359263506290326,2.2927817492278457,7,0,0.0,4,0.5714285714285714,2,0.2857142857142857,868,124.0
1.0,-0.0,2,0,0.0,2,1.0,0,0.0,196,98.0
1.0,-0.0,2,0,0.0,2,1.0,0,0.0,196,98.0
1.0,-0.0,2,0,0.0,2,1.0,0,0.0,196,98.0
1.0,-0.0,2,0,0.0,2,1.0,0,0.0,196,98.0
1.0,-0.0,2,0,0.0,2,1.0,0,0.0,196,98.0
1.0,-0.0,2,0,0.0,2,1.0,0,0.0,196,98.0
0.777872081623533,2.0,4258,4258,1.0,0,0.0,0,0.0,177026936,41575.13762329732
0.6301591470772154,13.969566666605063,8017,8015,0.9997505301234876,2,0.00024946987651241115,0,0.0,397151082,49538.615691655235
0.6824342680085022,2.0,8499,8499,1.0,0,0.0,0,0.0,402024930,47302.61560183551
0.689396391243527,2.0,9007,9007,1.0,0,0.0,0,0.0,425040866,47190.05950927057
0.709980654201962,15.04217241403007,8433,8432,0.999881418237875,0,0.0,0,0.0,392781510,46576.723585912485
0.7009530101621994,13.029633319990825,8354,8350,0.9995211874551113,2,0.00023940627244433804,0,0.0,395699624,47366.48599473306
0.6676661507599596,14.138911931085946,9016,9014,0.9997781721384206,2,0.00022182786157941438,0,0.0,430897620,47792.548802129546
0.7095577966027893,14.188125379150396,9329,9327,0.9997856147497052,0,0.0,0,0.0,429674138,46057.89881016186
0.6803171120933164,15.128477770864937,8953,8952,0.9998883055958896,0,0.0,0,0.0,423932302,47350.86585502066
0.7007226691348364,25.24209852796993,8900,8891,0.9989887640449439,2,0.00022471910112359551,1,0.00011235955056179776,420789925,47279.76685393258
0.6900789750022089,27.448411062385695,3613,3565,0.9867146415721008,2,0.0005535566011624688,46,0.012731801826736784,168526950,46644.602823138666
0.2589937456656064,7.034256505517088,92,0,0.0,2,0.021739130434782608,89,0.967391304347826,134834,1465.5869565217392
-0.0,2.0,89,0,0.0,0,0.0,89,1.0,134568,1512.0
0.17438502090188973,7.571917058663294,91,0,0.0,2,0.02197802197802198,89,0.978021978021978,134764,1480.923076923077
0.1728361009518963,7.58697967551169,92,0,0.0,2,0.021739130434782608,90,0.9782608695652174,136276,1481.2608695652175
0.17438502090188973,7.571917058663294,91,0,0.0,2,0.02197802197802198,89,0.978021978021978,134764,1480.923076923077
0.17438502090188973,7.571917058663294,91,0,0.0,2,0.02197802197802198,89,0.978021978021978,134764,1480.923076923077
0.17438502090188973,7.571917058663294,91,0,0.0,2,0.02197802197802198,89,0.978021978021978,134764,1480.923076923077
0.17438502090188973,7.571917058663294,91,0,0.0,2,0.02197802197802198,89,0.978021978021978,134764,1480.923076923077
0.17438502090188973,7.571917058663294,91,0,0.0,2,0.02197802197802198,89,0.978021978021978,134764,1480.923076923077
0.8134582045243306,63.22021938672087,4207,4159,0.9885904444972664,2,0.0004753981459472308,46,0.010934157356786309,185682294,44136.509151414306
0.6626041960286971,14.18301520119214,9296,9294,0.9997848537005164,2,0.0002151462994836489,0,0.0,448718964,48270.11230636833
0.6618603865936012,2.0,8887,8887,1.0,0,0.0,0,0.0,427956434,48155.33183301451
0.6783120248598791,2.0,8940,8940,1.0,0,0.0,0,0.0,426518040,47708.95302013423
0.6851304263869609,14.122828212553948,8916,8914,0.999775684163302,2,0.00022431583669807088,0,0.0,421280168,47249.90668461193
0.6736246357796005,2.0,8443,8443,1.0,0,0.0,0,0.0,405203926,47992.8847566031
0.6553244872675738,13.989217341388429,8127,8125,0.9997539067306509,2,0.0002460932693490833,0,0.0,392721842,48323.10102128707
0.6755948133185598,14.067938711404825,8583,8581,0.9997669812419899,2,0.0002330187580100198,0,0.0,408455854,47588.93790050099
0.6770411147484998,2.0,7922,7922,1.0,0,0.0,0,0.0,378533080,47782.51451653623
